BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
2565426,02311601',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,SECTION 122 - 10% DUTY,SANGUAN WONGSE STARCH CO.  LTD.,6/04/2026,6/03/2026,4/12/2026,Vessel Container,68400,TH,3505100092,,,,,,,MOD STARCHES NOT FROM POTA,,,,,,
2615593,02312880',GRASS AMERICA INC,51-066023000,1,99038815,ARTICLE OF CHINA US NTE 20(R),GUANGDONG JUSEN PRECISION TECHNOLOGY CO,6/04/2026,5/27/2026,4/21/2026,Vessel Non-container,52560,CN,99030301,3926305000,,,,,,SECTION 122 - 10% DUTY,PLAST FITTINGS OTHER,,,,,
2615636,02316444',CB MANUFACTURING & SALES CO INC,34-101525000,1,99038803,ARTICLE OF CHINA US NTE 20(F),ZHUZHOU ROCKKING ENGINEERING MACHIN,6/04/2026,6/10/2026,5/04/2026,Vessel Non-container,13065.62,CN,99030301,8208200060,,,,,,SECTION 122 - 10% DUTY,KNV/BLDS WD-CHPPER MACH L>15.2,,,,,
2615646,02316634',FREEMAN MANUFACTURING & SUPPLY INC,34-423771000,1,99030301,SECTION 122 - 10% DUTY,DMG GUSTKE GMBH,6/04/2026,5/31/2026,5/06/2026,Vessel Non-container,5034,DE,8310000000,,,,,,,SIGN PLATES  NAME PLATES  ETC.,,,,,,
2615646,02316634',FREEMAN MANUFACTURING & SUPPLY INC,34-423771000,2,99030301,SECTION 122 - 10% DUTY,DMG GUSTKE GMBH,6/04/2026,5/31/2026,5/06/2026,Vessel Non-container,20336.79,DE,3921135000,,,,,,,OTH POLYURETHANE COMBO'S N,,,,,,
2615646,02316634',FREEMAN MANUFACTURING & SUPPLY INC,34-423771000,3,99030306,S122 EXCL IRN/STL/ALUM DERIV,DMG GUSTKE GMBH,6/04/2026,5/31/2026,5/06/2026,Vessel Non-container,1050,TW,99038202,7318160085,,,,,,ALU  STL  COP DER ALU  DER STL,NUTS IRON OR STEEL THRD OTHER,,,,,
2615646,02316634',FREEMAN MANUFACTURING & SUPPLY INC,34-423771000,4,99030301,SECTION 122 - 10% DUTY,DMG GUSTKE GMBH,6/04/2026,5/31/2026,5/06/2026,Vessel Non-container,350,DE,3926909989,,,,,,,OTH.PLSTIC MAT OTH OTH OTH,,,,,,
2615646,02316634',FREEMAN MANUFACTURING & SUPPLY INC,34-423771000,5,99030301,SECTION 122 - 10% DUTY,DMG GUSTKE GMBH,6/04/2026,5/31/2026,5/06/2026,Vessel Non-container,176,DE,4811413000,,,,,,,GUMMED PAPER OTHER,,,,,,
2615654-1,02316691',CB MANUFACTURING & SALES CO INC,34-101525000,1,99038803,ARTICLE OF CHINA US NTE 20(F),NANJING MILSEN OLTD,6/04/2026,6/10/2026,5/02/2026,Vessel Non-container,15142.32,CN,99030306,99038209,8211930060,,,,,S122 EXCL IRN/STL/ALUM DERIV,COP  DER ALU & STL  NT16(C)(VI,KNIVES OTH  W/OTH THAN FIX BLD,,,,
2615654-2,02316709',CB MANUFACTURING & SALES CO INC,34-101525000,1,99038803,ARTICLE OF CHINA US NTE 20(F),NANJING MILSEN OLTD,6/04/2026,6/10/2026,5/02/2026,Vessel Non-container,3249.22,CN,99030301,8208906000,,,,,,SECTION 122 - 10% DUTY,KNV/CUT BLDS FOR MACH AND PTS,,,,,
2565836,02317608',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,,TAT NISASTA INS SAN TIC AS,6/04/2026,6/05/2026,5/09/2026,Vessel Container,10125,TR,1108120010,,,,,,,CORN (MAIZE) STARCH F/FOOD,,,,,,
4539324,02319976',VAN VAN LLC,92-316874700,1,99030303,S122 -EXCLUSION-EXEMPTED PRDTS,VIET NAM CUONG THINH LIMITED LIABILITY COMPANY,6/04/2026,6/01/2026,6/01/2026,Air Non-container,985,VN,0904110020,,,,,,,BLCK PEPPER NOT CRSHD NOR,,,,,,
4539324,02319976',VAN VAN LLC,92-316874700,2,99030301,SECTION 122 - 10% DUTY,VIET NAM CUONG THINH LIMITED LIABILITY COMPANY,6/04/2026,6/01/2026,6/01/2026,Air Non-container,365.36,VN,0712908580,,,,,,,OTHER; OTHER VEGETABLES,,,,,,
4539324,02319976',VAN VAN LLC,92-316874700,3,99030303,S122 -EXCLUSION-EXEMPTED PRDTS,VIET NAM CUONG THINH LIMITED LIABILITY COMPANY,6/04/2026,6/01/2026,6/01/2026,Air Non-container,320,VN,0904216090,,,,,,,OTHER CAPSICUM FRUITS/UNGR,,,,,,
4539324,02319976',VAN VAN LLC,92-316874700,4,99030301,SECTION 122 - 10% DUTY,VIET NAM CUONG THINH LIMITED LIABILITY COMPANY,6/04/2026,6/01/2026,6/01/2026,Air Non-container,75,VN,0712904040,,,,,,,GARLIC; OTHER,,,,,,
2566048,02319562',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030301,SECTION 122 - 10% DUTY,EISENMANN GMBH,6/04/2026,6/04/2026,5/22/2026,Vessel Container,464085.19,DE,99038201,8424909080,,,,,,DOES NOT CONT ANY ALU  STL CPP,MECH APP FOR PROJ ETC  PTS,,,,,
2565866,02321204',BARLINEK USA CORP,38-411880600,1,99030301,SECTION 122 - 10% DUTY,BARLINEK S.A.,6/04/2026,5/31/2026,5/09/2026,Vessel Container,3712.08,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2565866,02321204',BARLINEK USA CORP,38-411880600,1,99030301,SECTION 122 - 10% DUTY,BARLINEK S.A.,6/04/2026,5/31/2026,5/09/2026,Vessel Container,43278.71,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2565866,02321204',BARLINEK USA CORP,38-411880600,1,98110060,SAMPLE<=$1EA/UNSUITBL FOR,BARLINEK S.A.,6/04/2026,5/31/2026,5/09/2026,Vessel Container,159.6,PL,,,,,,,,,,,,,,
2565866,02321204',BARLINEK USA CORP,38-411880600,1,99030301,SECTION 122 - 10% DUTY,BARLINEK S.A.,6/04/2026,5/31/2026,5/09/2026,Vessel Container,5388.04,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2565866,02321204',BARLINEK USA CORP,38-411880600,1,99030301,SECTION 122 - 10% DUTY,BARLINEK S.A.,6/04/2026,5/31/2026,5/09/2026,Vessel Container,55621.78,PL,4412523105,,,,,,,OTHER PLYWOOD  WOOD FLOORI,,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,1,99030301,SECTION 122 - 10% DUTY,XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1635.75,CN,3924104000,,,,,,,PLASTIC TABLE/KITCHENWARE,,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,2,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1458,CN,99030301,3923300090,,,,,,SECTION 122 - 10% DUTY,PLASTICS CARBOYS BOTTLES O,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,3,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,420,CN,99030301,4015191110,,,,,,SECTION 122 - 10% DUTY,SEAMLESS OTH GLOV MITTENS&,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,4,99038815,ARTICLE OF CHINA US NTE 20(R),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1392.75,CN,99030301,3924102000,,,,,,SECTION 122 - 10% DUTY,PLASTIC PLATES  CUPS  SAUC,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,5,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,2932.86,CN,99030301,3923500000,,,,,,SECTION 122 - 10% DUTY,PLASTIC STOPPERS  LIDS  CA,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,6,99038815,ARTICLE OF CHINA US NTE 20(R),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1147.5,CN,99030301,3924102000,,,,,,SECTION 122 - 10% DUTY,PLASTIC PLATES  CUPS  SAUC,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,7,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1036.8,CN,99030301,4823690020,,,,,,SECTION 122 - 10% DUTY,CUPS & FOOD CONTAINRS OF P,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,8,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,3787.2,CN,99030301,4202920807,,,,,,SECTION 122 - 10% DUTY,INSUL FOOD/BEV BAG MAN MD FIBE,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,9,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,1189.8,CN,99030301,4823700040,,,,,,SECTION 122 - 10% DUTY,PAPER PULP ART N/T PLT BWL,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,10,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,162,CN,99030301,4823690040,,,,,,SECTION 122 - 10% DUTY,OTHR PAPER TRAYS DISHES PL,,,,,
2566143,02321212',CNF WHOLESALE LLC,85-384323500,11,99038803,ARTICLE OF CHINA US NTE 20(F),XINHONGHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO LTD,6/04/2026,5/30/2026,5/01/2026,Vessel Container,935.23,CN,99030301,4819100020,,,,,,SECTION 122 - 10% DUTY,CORRUGTED PAPR FOOD CONTAI,,,,,
2566006,02320941',BORGERS USA CORP,65-117296500,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,AUTONEUM CZ S.R.O.,6/04/2026,6/04/2026,5/22/2026,Vessel Container,41240.14,CZ,99037411,99039453,8708295160,,,,,MED/HVY PRTS  NT38 (1) ALL CT,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-8705,,,,
2566006,02320941',BORGERS USA CORP,65-117296500,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,AUTONEUM CZ S.R.O.,6/04/2026,6/04/2026,5/22/2026,Vessel Container,49017.08,CZ,99037411,99039453,8708295160,,,,,MED/HVY PRTS  NT38 (1) ALL CT,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-8705,,,,
2566006,02320941',BORGERS USA CORP,65-117296500,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,AUTONEUM CZ S.R.O.,6/04/2026,6/04/2026,5/22/2026,Vessel Container,32408.19,CZ,99037411,99039453,8708295160,,,,,MED/HVY PRTS  NT38 (1) ALL CT,PASS VEH  LT TRKS NT33 SBDV(M),BODY PART ACCESS:OTH 8701-8705,,,,
2566142,02321170',MANKIEWICZ COATINGS  LLC,56-202308900,1,99030301,SECTION 122 - 10% DUTY,SYNTHOPOL CHEMIE,6/04/2026,6/04/2026,5/22/2026,Vessel Container,42237,DE,3907995050,,,,,,,OTHER SATURATED POLYESTERS,,,,,,
2566142,02321170',MANKIEWICZ COATINGS  LLC,56-202308900,2,99030303,S122 -EXCLUSION-EXEMPTED PRDTS,SYNTHOPOL CHEMIE,6/04/2026,6/04/2026,5/22/2026,Vessel Container,19350,DE,3906905000,,,,,,,OTH ACRY POLYS IN PRIMRY F,,,,,,
2565613,02321493',MESHA STEELS  LLC,20-274801900,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,BHANSALI BRIGHT BARS PVT. LTD.,6/04/2026,6/04/2026,4/25/2026,Vessel Container,29226.17,IN,99038202,7222200062,,,,,,ALU  STL  COP DER ALU  DER STL,BAR/ROD SS:NFW CF/F <8% NICKEL,,,,,
2565613,02321493',MESHA STEELS  LLC,20-274801900,2,99030306,S122 EXCL IRN/STL/ALUM DERIV,BHANSALI BRIGHT BARS PVT. LTD.,6/04/2026,6/04/2026,4/25/2026,Vessel Container,13773.65,IN,99038202,7222200064,,,,,,ALU  STL  COP DER ALU  DER STL,BR/RD SS:18-152.4MM =>8-24%NIC,,,,,
4539399,02323069',CANTRELL GAINCO GROUP INC,31-151121700,1,99030301,SECTION 122 - 10% DUTY,O E CO LTD,6/04/2026,6/03/2026,6/03/2026,Air Non-container,11566.12,TW,8438909060,,,,,,,MACH PTS OTH PREP MEAT POULTRY,,,,,,
4539392,02322038',FPG USA LLC DBA FOOD PHYSICS,84-461929600,1,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/04/2026,6/03/2026,6/03/2026,Air Non-container,2180.09,DE,8438909090,,,,,,,MACH PTS OTH U/IN PREP OF FOOD,,,,,,
4539392,02322038',FPG USA LLC DBA FOOD PHYSICS,84-461929600,2,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/04/2026,6/03/2026,6/03/2026,Air Non-container,2180.09,DE,8438909090,,,,,,,MACH PTS OTH U/IN PREP OF FOOD,,,,,,
4539392,02322038',FPG USA LLC DBA FOOD PHYSICS,84-461929600,3,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/04/2026,6/03/2026,6/03/2026,Air Non-container,812.35,DE,8504409510,,,,,,,PWR SPLIES <=50W RECTIFIER,,,,,,
4539392,02322038',FPG USA LLC DBA FOOD PHYSICS,84-461929600,4,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/04/2026,6/03/2026,6/03/2026,Air Non-container,11599.65,DE,8504409510,,,,,,,PWR SPLIES <=50W RECTIFIER,,,,,,
4539392,02322038',FPG USA LLC DBA FOOD PHYSICS,84-461929600,5,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/04/2026,6/03/2026,6/03/2026,Air Non-container,1103.11,DE,8438909090,,,,,,,MACH PTS OTH U/IN PREP OF FOOD,,,,,,
105504757,02322657',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,DR. ING. H.C.F. PORSCHE AG,6/04/2026,6/03/2026,6/03/2026,Truck Non-container,199827,DE,99030306,99039451,8703240150,,,,,S122 EXCL IRN/STL/ALUM DERIV,PASS VEH  LT TRKS NT33 SBDV(M),OT NEW VE;>4 &<=6CYL;CY>3000CC,,,,
4539411,02322707',PLUMETTAZ AMERICA CORP,83-230829500,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,PLUMETTAZ S.A.,6/04/2026,5/29/2026,5/29/2026,Air Non-container,24328.75,CH,99038210,8479909596,,,,,,DER ALU & STL COL 1 < 15%NT16,OTH PRTS/MECH APPS W/IND F,,,,,
105504760,02322715',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,VOLKSWAGEN SLOVAKIA A.S,6/04/2026,6/03/2026,6/03/2026,Truck Non-container,118913,SK,99030306,99039451,8703800060,,,,,S122 EXCL IRN/STL/ALUM DERIV,PASS VEH  LT TRKS NT33 SBDV(M),OTH VE EL MOTPROPUL EPA>25,,,,
105504760,02322715',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,VOLKSWAGEN SLOVAKIA A.S,6/04/2026,6/03/2026,6/03/2026,Truck Non-container,181200,SK,99030306,99039451,8703800060,,,,,S122 EXCL IRN/STL/ALUM DERIV,PASS VEH  LT TRKS NT33 SBDV(M),OTH VE EL MOTPROPUL EPA>25,,,,
105504760,02322715',PORSCHE MOTORSPORT NORTH AMERICA,23-234420600,1,98178501,PROTOTYPES  TESTING/EVALUATION,VOLKSWAGEN SLOVAKIA A.S,6/04/2026,6/03/2026,6/03/2026,Truck Non-container,181200,SK,99030306,99039451,8703800060,,,,,S122 EXCL IRN/STL/ALUM DERIV,PASS VEH  LT TRKS NT33 SBDV(M),OTH VE EL MOTPROPUL EPA>25,,,,
4539415,02322772',CANTRELL GAINCO GROUP INC,31-151121700,1,99030301,SECTION 122 - 10% DUTY,DETECTRONIC APS,6/04/2026,6/03/2026,6/02/2026,Air Non-container,4358,DK,9031808085,,,,,,,OTHR MEASUR/CHECK INST NSP,,,,,,
2615774,02322848',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,4812000000,FILTER BLOCKS OF PAPER PUL,EISENMANN INC,6/04/2026,6/03/2026,6/02/2026,Truck Non-container,19500,US,,,,,,,,,,,,,,
4539357,02322954',TRENCHLESS PRODUCTS,83-157973900,1,99030301,SECTION 122 - 10% DUTY,HACHLER GMBH,6/04/2026,5/22/2026,5/22/2026,Air Non-container,76347.74,DE,8479500000,,,,,,,INDUSTRIAL ROBOTS N/ELSE SPECF,,,,,,
4539357,02322954',TRENCHLESS PRODUCTS,83-157973900,2,99030306,S122 EXCL IRN/STL/ALUM DERIV,HACHLER GMBH,6/04/2026,5/22/2026,5/22/2026,Air Non-container,3316.53,DE,99038210,8479909530,,,,,,DER ALU & STL COL 1 < 15%NT16,OTH OF INDUSTRIAL ROBOTS,,,,,
4539425,02322988',PLUMETTAZ AMERICA CORP,83-230829500,1,99030301,,PLUMETTAZ S.A.,6/04/2026,6/03/2026,6/03/2026,Air Non-container,514.31,FR,99038201,8479909596,,,,,,DOES NOT CONT ANY ALU  STL CPP,OTH PRTS/MECH APPS W/IND F,,,,,
4539425,02322988',PLUMETTAZ AMERICA CORP,83-230829500,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,PLUMETTAZ S.A.,6/04/2026,6/03/2026,6/03/2026,Air Non-container,2243.79,HU,99038210,8479909596,,,,,,DER ALU & STL COL 1 < 15%NT16,OTH PRTS/MECH APPS W/IND F,,,,,
2565559,02312757',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,SECTION 122 - 10% DUTY,AKV LANGHOLT AMBA,6/05/2026,6/05/2026,4/20/2026,Vessel Container,50805.56,DK,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2565421,02310751',GRASS AMERICA INC,51-066023000,1,99038815,ARTICLE OF CHINA US NTE 20(R),SACA PRECISION (HK) LIMITED,6/05/2026,6/03/2026,4/11/2026,Vessel Container,75994,CN,99030306,99038209,8302423015,,,,,S122 EXCL IRN/STL/ALUM DERIV,COP  DER ALU & STL  NT16(C)(VI,DRWRSLIDES FR FURN IR/ST/AL/ZN,,,,
2565421,02310751',GRASS AMERICA INC,51-066023000,2,99038815,ARTICLE OF CHINA US NTE 20(R),SACA PRECISION (HK) LIMITED,6/05/2026,6/03/2026,4/11/2026,Vessel Container,4105.6,CN,99030301,3926305000,,,,,,SECTION 122 - 10% DUTY,PLAST FITTINGS OTHER,,,,,
2615608-1,02314845',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030301,SECTION 122 - 10% DUTY,WOOJIN PRECISION COMPANY,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,4818,KR,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2615608-1,02314845',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030301,SECTION 122 - 10% DUTY,WOOJIN PRECISION COMPANY,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,6175,KR,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2615608-1,02314845',CB MANUFACTURING & SALES CO INC,34-101525000,3,99030301,SECTION 122 - 10% DUTY,WOOJIN PRECISION COMPANY,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,4482,KR,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2615608-2,02314852',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030306,S122 EXCL IRN/STL/ALUM DERIV,JOONGANG PRECISION CO LTD,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,68740,KR,99038209,8211945000,,,,,,COP  DER ALU & STL  NT16(C)(VI,BLADES OTH  FO KNV NT HAV,,,,,
2615608-2,02314852',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030301,SECTION 122 - 10% DUTY,JOONGANG PRECISION CO LTD,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,30887.55,KR,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
2615608-2,02314852',CB MANUFACTURING & SALES CO INC,34-101525000,3,99030301,SECTION 122 - 10% DUTY,JOONGANG PRECISION CO LTD,6/05/2026,6/02/2026,4/30/2026,Vessel Non-container,41750,KR,8208300030,,,,,,,KNV/BLD-MEAT SLC CUT CHP M,,,,,,
2565550,02312542',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,SECTION 122 - 10% DUTY,AKV LANGHOLT AMBA,6/05/2026,6/13/2026,4/19/2026,Vessel Container,25741.49,DK,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2565601,02313045',VEER CORPORATIONS INC,99-106989200,1,99030301,SECTION 122 - 10% DUTY,VEER PLASTIC PVT LTD,6/05/2026,6/05/2026,4/21/2026,Vessel Container,47000.39,IN,5903903090,,,,,,,FAB OTHER TEXT IMP ETC. W/OTH,,,,,,
2565602,02313052',VEER CORPORATIONS INC,99-106989200,1,99030301,SECTION 122 - 10% DUTY,VEER PLASTIC PVT LTD,6/05/2026,6/05/2026,4/21/2026,Vessel Container,47366.21,IN,5903903090,,,,,,,FAB OTHER TEXT IMP ETC. W/OTH,,,,,,
2565603,02313060',VEER CORPORATIONS INC,99-106989200,1,99030301,SECTION 122 - 10% DUTY,VEER PLASTIC PVT LTD,6/05/2026,6/05/2026,4/21/2026,Vessel Container,47000.39,IN,5903903090,,,,,,,FAB OTHER TEXT IMP ETC. W/OTH,,,,,,
4539441,02323283',CANTRELL GAINCO GROUP INC,31-151121700,1,99030307,S 122-EXCLUSION  CANADA USMCA,FORTRESS TECHNOLOGY,6/05/2026,6/04/2026,6/04/2026,Air Non-container,1210,XO,99039406,8537108000,,,,,,CLS UN NT33(G/H)USMCA SB (P),TOUCH SENSITIVE DEV W/O DI,,,,,
2565629,02314621',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,SECTION 122 - 10% DUTY,AKV LANGHOLT AMBA,6/05/2026,6/10/2026,4/24/2026,Vessel Container,12870.74,DK,1108130010,,,,,,,POTATO STARCH  F/HUMAN CON,,,,,,
2615658,02316717',TRENCHLESS PRODUCTS,83-157973900,1,99030301,SECTION 122 - 10% DUTY,POLINVENT KFT.,6/05/2026,5/16/2026,5/06/2026,Vessel Non-container,21200,HU,2916142050,,,,,,,ESTERS OF METHACRYLIC ACID,,,,,,
2565818,02317087',ROYAL INGREDIENTS GROUP BV,074601-00962,1,99030301,SECTION 122 - 10% DUTY,SEDAMYL UK,6/05/2026,6/10/2026,5/10/2026,Vessel Container,83708.1,GB,1109001000,,,,,,,WHEAT GLUTEN USED AS ANIM.FEED,,,,,,
2565560-1,02317160',CB MANUFACTURING & SALES CO INC,34-101525000,2,99030301,SECTION 122 - 10% DUTY,EXTRA SHARP TOOL & KNIVES,6/05/2026,6/10/2026,5/01/2026,Vessel Container,4819.88,IN,8208200060,,,,,,,KNV/BLDS WD-CHPPER MACH L>15.2,,,,,,
2565560-1,02317160',CB MANUFACTURING & SALES CO INC,34-101525000,1,99030301,SECTION 122 - 10% DUTY,EXTRA SHARP TOOL & KNIVES,6/05/2026,6/10/2026,5/01/2026,Vessel Container,38191.81,IN,8208906000,,,,,,,KNV/CUT BLDS FOR MACH AND PTS,,,,,,
